prompt,completion,item,response,target,type,confidence_1,confidence_2,confidence_3,confidence_4,confidence_5,score_1,score_2,score_3,score_4,score_5
"AUT Prompt:brick
Response:prop up item being worked on
Score:
",20,brick,prop up item being worked on,2.0,uses,0.19211218129498403,0.3221017854191285,0.44232251652378773,0.5517847378472629,0.6562343191059176,1.7,1.6192866292529249,1.7227623467728832,1.638895392151723,1.5372055624133905
"AUT Prompt:box
Response:cat bed
Score:
",12,box,cat bed,1.2,uses,0.29111898855720414,0.4286338616194216,0.5538426034281765,0.6609393156723365,0.7615473661388764,1.3,1.203753609752618,1.2707268573118777,1.3402850469163945,1.3481739915580164
"AUT Prompt:brick
Response:thrown as a weapon
Score:
",32,brick,thrown as a weapon,3.2,uses,0.18628388600301626,0.3532676822056028,0.5101344416364959,0.6285437075724674,0.7251865338308437,1.3,1.4890733906481732,1.4924333319904786,1.3996654486103488,1.3997100329901133
"AUT Prompt:box
Response:Roofing
Score:
",21,box,Roofing,2.1,uses,0.13596185643148195,0.24020742780866167,0.3428368214030881,0.4122793427201307,0.4745272165228657,2.0,1.8698055605588304,1.848909023482235,1.9248888058940472,1.9609775407360917
"AUT Prompt:rope
Response:A head band
Score:
",20,rope,A head band,2.0,uses,0.14389403763980627,0.24279084721222582,0.337158842149314,0.42720541197243017,0.5104848752075293,1.3,1.4629333407053406,1.585264714334933,1.4619023259207906,1.4844312993142859
"AUT Prompt:fork
Response:picking stuff up off the floor
Score:
",28,fork,picking stuff up off the floor,2.8,uses,0.22253085785571866,0.3778824336009877,0.48465391673114255,0.5745645199380484,0.6603578168593885,2.0,2.1233332607696505,2.206314672876413,2.2053265226727876,2.1396747997809755
"AUT Prompt:hat
Response:A hat can be a changing color hat you press on that it says what you want the hat to look like and it will show up on the hat.
Score:
",47,hat,A hat can be a changing color hat you press on that it says what you want the hat to look like and it will show up on the hat.,4.7,uses,0.14777683719037124,0.2932626068762201,0.4387483765620689,0.55205278525827,0.6459854392856332,3.6,3.153515553476172,3.2020887302398466,3.3453294236195465,3.4986889273160076
"AUT Prompt:brick
Response:resist
Score:
",20,brick,resist,2.0,uses,0.19370904766115152,0.31877700883932425,0.4399970333814065,0.5374000594841115,0.603306243663776,1.0,1.1177010490501325,1.2781255241483196,1.3183399695721838,1.3928056526065011
"AUT Prompt:toothbrush
Response:use toothbrushes for a flagpole
Score:
",39,toothbrush,use toothbrushes for a flagpole,3.9,uses,0.19892880143708236,0.3664436472375475,0.5288046030555384,0.6613197531177537,0.752395995032891,3.6,3.965709373461996,3.9455343662479025,3.9764861660990545,3.8945986784959503
"AUT Prompt:brick
Response:ankle  weights
Score:
",20,brick,ankle  weights,2.0,uses,0.14199222164913003,0.252575875059521,0.3360487959863109,0.4063400427869316,0.4755415248148105,2.0,1.8686529502657394,1.8515998842902959,1.9637641992967805,2.012693713346168
"AUT Prompt:brick
Response:weapon for defense
Score:
",17,brick,weapon for defense,1.7,uses,0.18512413109826065,0.3590321580939611,0.5198707904697064,0.6733440856280103,0.7517305746797994,1.0,1.339066058993889,1.3888561134627602,1.3686034063860046,1.3510223347708181
"AUT Prompt:pants
Response:wind tunnel flag
Score:
",38,pants,wind tunnel flag,3.8,uses,0.18314679302712952,0.26699750497643027,0.3457679591078134,0.4221149011467443,0.4894908410179065,3.3,3.6140505449918074,3.701974868347852,3.7016176784953307,3.6050435517546906
"AUT Prompt:pencil
Response:you can draw with a pencil
Score:
",13,pencil,you can draw with a pencil,1.3,uses,0.7952916867876975,0.956864997987669,0.9840783838348565,0.992776304377308,0.9952489069745073,1.0,1.0506570869056036,1.0547869675983823,1.055183088417925,1.0565366349540082
"AUT Prompt:brick
Response:can be used for exercise
Score:
",14,brick,can be used for exercise,1.4,uses,0.18735572433109568,0.31815112547858637,0.42829189592685996,0.5301554567626642,0.6132940720906016,1.7,1.823333275295574,1.6887513915605703,1.65248488027258,1.6724821431717085
"AUT Prompt:spoon
Response:a launcher
Score:
",27,spoon,a launcher,2.7,uses,0.31195884716013933,0.6143197296166727,0.7204583818151848,0.7730008247048131,0.8208412633680384,3.0,2.852343559283761,2.9182927556077667,2.910252155705236,2.8805135350398543
"AUT Prompt:lightbulb
Response:to heat your hand.
Score:
",30,lightbulb,to heat your hand.,3.0,uses,0.2550368587886529,0.4697994259221434,0.6396905998980922,0.7968142505256562,0.8745960900642067,3.6,3.1885769548552547,3.1384940550123113,3.170341381610423,3.2352332673828963
"AUT Prompt:paperclip
Response:to hold up a plant stem
Score:
",35,paperclip,to hold up a plant stem,3.5,uses,0.2686046185879677,0.45907381425993493,0.6194649577858242,0.7167471233370767,0.7949155393748644,2.5,2.582979769159354,2.690954160377601,2.7057546598528295,2.656021023125189
"AUT Prompt:knife
Response:to paint with
Score:
",20,knife,to paint with,2.0,uses,0.3217815113267401,0.6240672664389422,0.7120374363722995,0.7921351875889837,0.8535482637322794,1.7,1.8453140252830955,1.9014891649863488,1.9822315978549374,1.997900105461126
"AUT Prompt:brick
Response:use as pavement
Score:
",10,brick,use as pavement,1.0,uses,0.6305078835546873,0.7453319016639329,0.8583757383751297,0.9170221082801928,0.9418545437126669,1.0,1.0462172695893885,1.0664696941260452,1.094195283786061,1.1101676083880858
"AUT Prompt:tire
Response:use to carry water
Score:
",32,tire,use to carry water,3.2,uses,0.18257951540506012,0.3247725849753186,0.4502575158915738,0.575742446807829,0.6750091975931383,3.0,2.781088250442899,2.6470109197138174,2.658560061375848,2.679360197416299
"AUT Prompt:brick
Response:making a sculpture
Score:
",23,brick,making a sculpture,2.3,uses,0.21356244641859065,0.35806602593450976,0.46714305038229303,0.5534300788182991,0.6195886384161041,1.7,1.8210700561206123,1.8161502376095515,1.7668582573093232,1.7170079729030696
"AUT Prompt:brick
Response:to break into something
Score:
",10,brick,to break into something,1.0,uses,0.20411851458055796,0.3733387067275711,0.5298418006069543,0.6637059772794214,0.739979485994139,1.7,1.3827167063892298,1.3582840918793941,1.3868670548349455,1.4500658352355924
"AUT Prompt:brick
Response:Paint a face on it and give it a name. Pet rather than pet rock
Score:
",18,brick,Paint a face on it and give it a name. Pet rather than pet rock,1.8,uses,0.13316256552193462,0.24885620737797878,0.35754032582201056,0.4157147423176902,0.4596270957112317,2.7,2.839470471412017,2.9794609626019457,2.898372177553202,3.003620694663764
"AUT Prompt:rope
Response:pitch a tent
Score:
",25,rope,pitch a tent,2.5,uses,0.13403182596903482,0.25799100114969753,0.35453050384928314,0.4384054773188105,0.5222804507883378,1.3,1.155856396585628,1.304027999030071,1.4371801518587557,1.5757436224282433
"AUT Prompt:box
Response:food storage
Score:
",10,box,food storage,1.0,uses,0.7226438199867028,0.8406121712646497,0.9296593545905946,0.9547762659595309,0.9688655805409809,1.0,1.0421008719516174,1.0572251995162263,1.0688730963237292,1.0693257460479524
"AUT Prompt:brick
Response:break a glass
Score:
",13,brick,break a glass,1.3,uses,0.1768232911820812,0.3022097676195751,0.4163754535928467,0.5171263178457045,0.5908372247629768,1.7,1.8244696464562966,1.7355035476011733,1.5922066092620746,1.5557518747375714
"AUT Prompt:rope
Response:to hold down things
Score:
",13,rope,to hold down things,1.3,uses,0.12571206317641445,0.24755637278158515,0.3517753336613668,0.45278781420864117,0.5365301018819628,1.7,1.5031247457116816,1.3540661473011062,1.498167597656189,1.6233185993750796
"AUT Prompt:sock
Response:Put beads in it to make music.
Score:
",41,sock,Put beads in it to make music.,4.1,uses,0.33378239844050844,0.5096733622038927,0.6828373893303918,0.7784676475910968,0.8529445676098545,2.7,3.010594743862085,3.0839864186699937,3.0736691717906197,3.1458222487180456
"AUT Prompt:rope
Response:purse string
Score:
",19,rope,purse string,1.9,uses,0.1193768479609392,0.21680939165224217,0.2988558193916556,0.37963023517012984,0.4476491128087877,2.3,2.030364419321144,2.0220283188538595,1.8684014202882122,1.9187867836748322
"AUT Prompt:paperclip
Response:nail art dotting tool
Score:
",30,paperclip,nail art dotting tool,3.0,uses,0.2155792904473331,0.4180972919656182,0.5913201182599208,0.6401798599452369,0.6826299391665527,3.0,3.145314025283095,3.0148625969179887,3.051889204094447,3.03622520218756
"AUT Prompt:book
Response:create a fire
Score:
",30,book,create a fire,3.0,uses,0.21046453918066643,0.3769556931976768,0.5026298221979797,0.6244373647389405,0.7254193643193949,3.3,3.1674980983006122,3.075611382921823,3.158395882132983,3.0945848852750966
"AUT Prompt:rope
Response:to use for clothing
Score:
",30,rope,to use for clothing,3.0,uses,0.18107582731559277,0.3459472442819018,0.4610460430187404,0.576144841755579,0.6459557920855653,1.3,1.1570261046808972,1.3674720768065018,1.4339025327130468,1.441045942621656
"AUT Prompt:brick
Response:companion
Score:
",14,brick,companion,1.4,uses,0.11774013838956057,0.2108802540162275,0.2790230182905944,0.346109326926408,0.4131956355622216,1.7,1.8325019016993873,1.7024547400513743,1.7213619202565051,1.604241834138936
"AUT Prompt:paperclip
Response:roach clip
Score:
",28,paperclip,roach clip,2.8,uses,0.24632376265686443,0.4777235229780891,0.6075270243429498,0.6850362351935295,0.7534378736909425,2.7,2.8453140252830953,2.7715346413937665,2.774755387054797,2.8405974711457582
"AUT Prompt:knife
Response:draw blood
Score:
",17,knife,draw blood,1.7,uses,0.5141953897807762,0.7187281744740593,0.8248383853250931,0.9074771006277501,0.9851089892771899,1.0,1.0853727982110706,1.1644406776125606,1.1676788603910553,1.1938675542176198
"AUT Prompt:shoe
Response:deodorizer
Score:
",22,shoe,deodorizer,2.2,uses,0.13182099173272457,0.26364198346544915,0.3836663622854867,0.49641883160510303,0.5658836128171855,2.5,2.6,2.7251341171585195,2.6285726685393223,2.649616151340324
"AUT Prompt:pants
Response:model them
Score:
",15,pants,model them,1.5,uses,0.2375160687265801,0.38157684658366386,0.5190406011195997,0.6422623143079289,0.7616928939391696,1.3,1.4510162675192584,1.331568214021618,1.459810690627993,1.466112223111059
"AUT Prompt:box
Response:Outfit
Score:
",17,box,Outfit,1.7,uses,0.22455026484529217,0.3914218522576709,0.5341546848112212,0.6154814013254288,0.694305957821835,1.3,1.172103522235753,1.3131640833594702,1.3510651852099602,1.3566207548109466
"AUT Prompt:ball
Response:to drop it down the tallest building in the world
Score:
",27,ball,to drop it down the tallest building in the world,2.7,uses,0.29563573721692243,0.44429072146631,0.5817741072280297,0.6664751640639766,0.7460444432897717,2.7,2.599623167624044,2.694239208131367,2.6187184810945654,2.7233769419666776
"AUT Prompt:knife
Response:a metal stick figure
Score:
",30,knife,a metal stick figure,3.0,uses,0.18348343280588336,0.29477174922314225,0.38996169065455455,0.4766331186270141,0.5606379470974445,2.0,2.113262193589332,2.0123845818999486,2.137421235572452,2.19174928644815
"AUT Prompt:brick
Response:Paint for decoration
Score:
",10,brick,Paint for decoration,1.0,uses,0.19111645971914132,0.2934137187321746,0.39256362196344113,0.4773710283952881,0.552213301887626,2.0,2.1045935337874324,2.2044614549817303,2.203668854670009,2.1489590265686576
"AUT Prompt:brick
Response:breaking someone's skull
Score:
",23,brick,breaking someone's skull,2.3,uses,0.1808263500891163,0.33309740351633854,0.43775167647250246,0.5167488662171822,0.5875614894447708,1.7,1.8371410150482483,1.8282616294613094,1.7780791367191695,1.8289288327256208
"AUT Prompt:box
Response:hide stuff in
Score:
",12,box,hide stuff in,1.2,uses,0.6119602007736804,0.8301613366348838,0.9285122939929076,0.9646935892244537,0.9741320440118392,1.0,1.078852552955199,1.0916848735129576,1.1069989279484294,1.1098378422293156
"AUT Prompt:tire
Response:balance
Score:
",23,tire,balance,2.3,uses,0.15572522546534742,0.28685903896986864,0.36764823781904005,0.44473782989922966,0.5218274219794193,2.3,2.162858970061987,2.0611476016265255,2.0852158819263877,2.057853930095039
"AUT Prompt:ball
Response:To make it a head.
Score:
",27,ball,To make it a head.,2.7,uses,0.33413997064663925,0.5368061074793053,0.6996529233467086,0.791001717183716,0.8376581157487748,2.1,2.2132622006394436,2.3265522308004334,2.2772918677119236,2.317545711174182
"AUT Prompt:ball
Response:boat
Score:
",30,ball,boat,3.0,uses,0.24742858105727178,0.45255407942380954,0.6226090904509355,0.6861540181779503,0.7333765986951345,2.7,2.9719571088092316,2.979616544310285,3.037070440681135,3.0926350178275803
"AUT Prompt:brick
Response:sand down the corners and use it as a form of myofascial relief
Score:
",26,brick,sand down the corners and use it as a form of myofascial relief,2.6,uses,0.10801837796413308,0.21109023426468815,0.29391079751421917,0.3554578140334754,0.4141863874666655,3.0,3.1464850185887503,3.0206708564866975,3.1556105927256475,3.2044424694042415
"AUT Prompt:knife
Response:carve drawings into walls/cement
Score:
",13,knife,carve drawings into walls/cement,1.3,uses,0.2648480536222776,0.5097924616974627,0.6946862011983685,0.843252494621131,0.9051841397534938,1.7,1.3636649253664652,1.3467202298971355,1.3737254358658497,1.3618393437747547
"AUT Prompt:brick
Response:throw it to each other for fun
Score:
",17,brick,throw it to each other for fun,1.7,uses,0.16820543823667383,0.31664621647842295,0.45393149406819444,0.534637345329404,0.6128601385884729,1.3,1.4875162506504975,1.3400737297532288,1.4396924935286735,1.4346263168927096
"AUT Prompt:shoe
Response:you can make a painting out of it 
Score:
",37,shoe,you can make a painting out of it ,3.7,uses,0.23977449536242254,0.47583163173149734,0.6975867892069483,0.7399095101078188,0.7772591802117894,3.0,2.8511718511587243,2.993849376544294,3.022801121693773,2.992873631574831
"AUT Prompt:tire
Response:recycle
Score:
",20,tire,recycle,2.0,uses,0.2844928379209329,0.3976562704042095,0.4900175721810194,0.5767829855686121,0.6595751213986253,2.0,2.085372801264958,2.163524096241567,2.1088391986701587,2.0575202975006337
"AUT Prompt:box
Response:collage material
Score:
",21,box,collage material,2.1,uses,0.2027484968143585,0.33571420728644386,0.4442376573213753,0.52744547276052,0.6032070508656588,2.0,1.8811795501177875,1.861348082195444,1.9305481601251684,1.876472187348432
"AUT Prompt:rope
Response:to hold a chair together
Score:
",13,rope,to hold a chair together,1.3,uses,0.12375003434475525,0.2295990479756747,0.3146511198308396,0.3958083737495283,0.4630901003996817,2.7,2.5155932882750736,2.3762253514122147,2.237570900949414,2.348343180875438
"AUT Prompt:spoon
Response:glue it to other spoons and make decorations
Score:
",33,spoon,glue it to other spoons and make decorations,3.3,uses,0.2512404324838925,0.43505185951242176,0.6077267151574082,0.7531335220552828,0.8399599008777933,3.3,3.0464972191114876,3.0332858522294344,3.1427008393970346,3.2209826046715038
"AUT Prompt:pants
Response:clarinet case
Score:
",45,pants,clarinet case,4.5,uses,0.17591305705586266,0.3217501036233029,0.4675871501907432,0.600373305442075,0.6809121797873694,4.0,4.090652369603077,4.155946379736856,4.232041630843007,4.180939377643091
"AUT Prompt:sock
Response:To make the sock as a glove
Score:
",27,sock,To make the sock as a glove,2.7,uses,0.4788447724300322,0.6417635010402107,0.7686447471469394,0.8232156910951762,0.8713743801006127,2.7,2.7761583020907743,2.8626295719980948,2.831961871278349,2.874409423364001
"AUT Prompt:brick
Response:door-holder/stopper
Score:
",10,brick,door-holder/stopper,1.0,uses,0.31059657356280096,0.469233780693793,0.6007486314807151,0.7031725002590891,0.7964304940344274,1.0,1.1014231372450018,1.1886788942879136,1.1903279227204158,1.2500079522602547
"AUT Prompt:table
Response:break the legs and use as weapon
Score:
",40,table,break the legs and use as weapon,4.0,uses,0.24616687976802654,0.3699473603659662,0.4663476955845965,0.5514206928231544,0.6197787665157228,4.0,3.832705279373407,3.8259446586501435,3.929937687819403,3.9597240251949324
"AUT Prompt:rope
Response:tin can phone
Score:
",13,rope,tin can phone,1.3,uses,0.17221317156314103,0.29820701938920435,0.4147322800236821,0.5225005290311878,0.5977348918514644,2.7,2.9535027808885137,2.713698360577641,2.772749451732966,2.7258330547231258
"AUT Prompt:brick
Response:to balance on your head
Score:
",17,brick,to balance on your head,1.7,uses,0.1318978262081576,0.25013027348892,0.3496919761271009,0.41397384272409443,0.4772591113528915,2.0,1.85819495701387,1.9839824080185968,2.095165634055236,2.1488472736290887
"AUT Prompt:hat
Response:throw it
Score:
",21,hat,throw it,2.1,uses,0.44059878597855434,0.7434176078299329,0.8329306805908411,0.8793694509758796,0.9223182926537022,2.1,2.222200020013779,2.2735480437692837,2.253821281811461,2.228031939086953
"AUT Prompt:knife
Response:make jewerly
Score:
",17,knife,make jewerly,1.7,uses,0.3529570855920164,0.5738319858321392,0.660327839557848,0.721662584189949,0.7811102571155008,1.7,1.8154736433451801,1.8789413912740396,1.9317257145884215,1.952143167602517
"AUT Prompt:rope
Response:secure door locks
Score:
",30,rope,secure door locks,3.0,uses,0.13991778204376817,0.25411534752673604,0.33766407122173286,0.4091270816367474,0.48059009205176184,2.0,1.8651822096605721,1.9727698226728023,1.8552558300712045,1.9511283003793916
"AUT Prompt:paperclip
Response:Scratch initials in trees of bathroom stalls or walls
Score:
",35,paperclip,Scratch initials in trees of bathroom stalls or walls,3.5,uses,0.19484147495291576,0.3226216338867932,0.44455031332010136,0.5555676392935132,0.6615011117754169,2.5,2.579213633254808,2.502632538691455,2.442158434690735,2.5314917601470555
"AUT Prompt:table
Response:homework
Score:
",15,table,homework,1.5,uses,0.5132468040448486,0.7142371504322128,0.8185095685003853,0.9063157479361775,0.9604115657961505,1.0,1.0844216852619906,1.0991455575510545,1.1379813575263464,1.1696374299852001
"AUT Prompt:rope
Response:tying knot
Score:
",12,rope,tying knot,1.2,uses,0.4216097904055762,0.6336084981232613,0.717935766330519,0.7912005666024995,0.8439712226202389,1.0,1.1003768297042837,1.1473157507662652,1.1521942874616617,1.1864467193528392
"AUT Prompt:rope
Response:create marks
Score:
",16,rope,create marks,1.6,uses,0.1003912727804672,0.18492920021000192,0.26815648855620067,0.3488231424366822,0.4200112146280708,2.3,2.1628589849517517,2.143349545169419,2.272077040881324,2.395453346938763
"AUT Prompt:brick
Response:hold a spare house key
Score:
",20,brick,hold a spare house key,2.0,uses,0.14354418238307023,0.27221634300021713,0.36065133947125216,0.44244034100426816,0.5102458048220399,2.0,1.8581949644914841,1.9665295871033472,1.9357451233178518,1.9708613835794926
"AUT Prompt:rope
Response:to hit soeone with
Score:
",27,rope,to hit soeone with,2.7,uses,0.18193765600716033,0.33514452284175966,0.43880949513943485,0.5261041539515572,0.588980137988358,1.7,1.517145313269002,1.3949741771205721,1.4953640379192126,1.5812621432102054
"AUT Prompt:brick
Response:build a road
Score:
",14,brick,build a road,1.4,uses,0.7068513569194026,0.8086829579845668,0.9043448942323927,0.9389913515669553,0.9587323078939618,1.0,1.0377768320921292,1.054936858587878,1.0713585871952709,1.0781255394759084
"AUT Prompt:brick
Response:footstool
Score:
",19,brick,footstool,1.9,uses,0.18943922846672498,0.30985412841994453,0.4284021683862519,0.5236581945657728,0.6103897933861143,1.7,1.8165854080117547,1.728979456475372,1.741898446044275,1.6791081452284158
"AUT Prompt:lightbulb
Response:Use it to cook food.
Score:
",39,lightbulb,Use it to cook food.,3.9,uses,0.321186444653382,0.515995870819753,0.6563118367280142,0.7782204483523136,0.8581700677674082,3.6,3.260213398081669,3.2687195611065665,3.2266245112011673,3.1496137675828826
"AUT Prompt:paperclip
Response:as an eye on a snowman
Score:
",30,paperclip,as an eye on a snowman,3.0,uses,0.22733449496571026,0.4248461269998288,0.5885890211354459,0.6579221248336186,0.707086657313566,2.7,2.8394704714120174,2.9675877742125985,2.9499270510214357,2.9116900031548187
"AUT Prompt:brick
Response:part of a building's structure
Score:
",10,brick,part of a building's structure,1.0,uses,0.9003691482771546,0.9342061482993601,0.9670020932758584,0.9862818347289309,0.9934861477615511,1.0,1.0072440114173522,1.0171728516544725,1.0187919487007402,1.0222814522466004
"AUT Prompt:rope
Response:boat anchor
Score:
",16,rope,boat anchor,1.6,uses,0.12655722519771007,0.23480735640756456,0.34137922488903427,0.4430708121988443,0.5019253876861871,1.7,1.5155932882750736,1.354635221404307,1.5027563950910698,1.5962392813487583
"AUT Prompt:book
Response:prop something up
Score:
",28,book,prop something up,2.8,uses,0.17788861197332093,0.33244091639344087,0.4667182720260232,0.574613158412077,0.6808352896302504,2.5,2.5929803142746777,2.6525409906596265,2.530013625912137,2.4941275049578664
"AUT Prompt:box
Response:sculptures
Score:
",16,box,sculptures,1.6,uses,0.24159645162788657,0.383623678673891,0.4812374691190211,0.5673813368363901,0.6434030332736255,1.7,1.8110676177786762,1.808822671796909,1.731569596862739,1.7160239070916201
"AUT Prompt:brick
Response:yard decoration
Score:
",16,brick,yard decoration,1.6,uses,0.17417443185356424,0.3098216157721371,0.44546879969071,0.5614940078229111,0.6654983322162538,1.7,1.8313470497342605,1.7304504342420284,1.6415036235411042,1.666273495612014
"AUT Prompt:brick
Response:a tire
Score:
",17,brick,a tire,1.7,uses,0.14255179095577408,0.2664029208502704,0.38275029011736883,0.47920564706348084,0.5670292489735255,1.7,1.374568917452395,1.5646857194278383,1.5114093114756413,1.5096421948217504
"AUT Prompt:sock
Response:making little snowmen
Score:
",36,sock,making little snowmen,3.6,uses,0.2716518760171958,0.5228887911596549,0.6729092052815323,0.740528703658109,0.7756092372808212,3.3,3.011712793171256,3.0091015076244334,3.0630579031679592,3.100912500505032
"AUT Prompt:box
Response:as a protective piece of head gear
Score:
",25,box,as a protective piece of head gear,2.5,uses,0.12864408741459799,0.24217209609380264,0.34236021210979783,0.42038679531750367,0.4936859868295251,2.3,2.159362812012127,2.317574600055181,2.277191308229216,2.19149380542451
"AUT Prompt:hat
Response:to make it as a bed
Score:
",36,hat,to make it as a bed,3.6,uses,0.3562982920338482,0.5530648967984403,0.7187589904525801,0.802075213025156,0.8575757823598272,2.7,2.8067324680540895,2.9204444601410726,2.9910338508738565,2.952783335998894
"AUT Prompt:sock
Response:a prank object to get brother to wake up!
Score:
",36,sock,a prank object to get brother to wake up!,3.6,uses,0.21519684749254916,0.3677942624905537,0.5067357899660458,0.6352357096081929,0.6922572032950305,2.7,2.824469653739031,2.954854982698874,2.8426150383578563,2.9050011306992856
"AUT Prompt:sock
Response:put eyes on it and now you have a puppet.
Score:
",27,sock,put eyes on it and now you have a puppet.,2.7,uses,0.3384586671478881,0.5374282531695421,0.6829975119880275,0.8155398304406702,0.8781483885004469,2.7,2.9221352355573518,2.938730780708021,3.0462008909035823,3.0001292855505244
"AUT Prompt:table
Response:bullet shield
Score:
",35,table,bullet shield,3.5,uses,0.23534270688362216,0.4129887020786711,0.5294917900658445,0.6372395327268049,0.7211535590853371,4.5,4.284926325707079,4.2662401451431675,4.271948435301846,4.2170321238715625
"AUT Prompt:sock
Response:throwing it at your sister
Score:
",21,sock,throwing it at your sister,2.1,uses,0.23858906504993146,0.3926337433212282,0.5223523809496629,0.629892908714327,0.73576617513232,2.1,2.2177010490501323,2.337472998271647,2.3140024708486613,2.3119875816395945
"AUT Prompt:tire
Response:make tire swings
Score:
",23,tire,make tire swings,2.3,uses,0.21353566736689136,0.3905629533841286,0.5467889849672978,0.6358038856377678,0.7040539774284194,2.0,2.1359785544046157,2.239985086028395,2.3043888790832967,2.294269554702259
"AUT Prompt:paperclip
Response:Use to press a small button such as resetting router
Score:
",25,paperclip,Use to press a small button such as resetting router,2.5,uses,0.2221641846415258,0.38470297431745354,0.503618881262842,0.593381317131661,0.6738438446179295,3.0,3.1267513904442565,3.0259856516625154,3.0523092842608635,2.986358988327005
"AUT Prompt:box
Response:see how far it can be kicked
Score:
",17,box,see how far it can be kicked,1.7,uses,0.12551180011620963,0.24159123949831562,0.34244280415603934,0.4273683362073524,0.5023148551929849,2.0,1.855856396585628,1.9866594877688448,2.0091822216466517,1.9779717583604834
"AUT Prompt:box
Response:cake holder
Score:
",13,box,cake holder,1.3,uses,0.20211502761779385,0.33675264842878344,0.42233352716817574,0.5039953721408046,0.5807095760415412,1.7,1.5400753533025733,1.633273626435638,1.6602881270113652,1.5730612581967172
"AUT Prompt:brick
Response:hiding sp
Score:
",30,brick,hiding sp,3.0,uses,0.13959628510550892,0.274897630509068,0.3569620447966956,0.43902645908432314,0.5092198723834659,1.7,1.8476564332180696,1.8367003740625205,1.9233020165273855,1.8373829500708652
"AUT Prompt:lightbulb
Response:A surprising use for a lightbulb would be to smash a tiny area of it and fill it with dirt, then set it next to your lamp as a decoration.
Score:
",33,lightbulb,"A surprising use for a lightbulb would be to smash a tiny area of it and fill it with dirt, then set it next to your lamp as a decoration.",3.3,uses,0.1984573030453696,0.3908087167814852,0.5553355997216485,0.6283439614623706,0.6898231659354834,3.9,3.604687118567522,3.6032984861652917,3.6610110863067997,3.602099704751587
"AUT Prompt:box
Response:dog pen
Score:
",10,box,dog pen,1.0,uses,0.31463189839444966,0.5377393227379693,0.67735638131621,0.7569077753784029,0.8293401439342557,1.3,1.1755303462609694,1.242410204342347,1.2379528701893063,1.278306841043604
"AUT Prompt:knife
Response:cut up your lawn
Score:
",17,knife,cut up your lawn,1.7,uses,0.28633099848521515,0.5726619969704303,0.7854451271774621,0.9066853001619124,0.9564421669007916,1.0,1.15,1.2989992331283833,1.3258766598840284,1.3193281947408826
"AUT Prompt:bottle
Response:bong
Score:
",38,bottle,bong,3.8,uses,0.2495730053445851,0.41324697823071205,0.5532447461407025,0.6465033647466925,0.7147328276528088,2.7,2.937640899764425,2.953420778204763,2.873589395883265,2.8665644422748096
"AUT Prompt:pants
Response:as a parachute
Score:
",45,pants,as a parachute,4.5,uses,0.11706448993634287,0.23231406317852793,0.347563636420713,0.45583059100810003,0.5414768014401954,3.3,3.151171851158724,3.266840727519987,3.1322071146925468,3.2694672371370093
"AUT Prompt:brick
Response:If you sculpt it a little  you can make an inconvenient pair of shoes
Score:
",22,brick,If you sculpt it a little  you can make an inconvenient pair of shoes,2.2,uses,0.12280961110553824,0.23638993418803894,0.33055132927576947,0.42181568279945547,0.5011075272409287,3.0,2.8558563965856285,2.697514229619857,2.546599534326052,2.5392259411829383
"AUT Prompt:rope
Response:to use it to hang up precious pictures of your 67 cats
Score:
",43,rope,to use it to hang up precious pictures of your 67 cats,4.3,uses,0.1196967282149747,0.2339121441724058,0.33629418134507094,0.3877751026524817,0.43538717162691737,2.7,2.84648501858875,2.984553978032219,2.8936727707739625,2.8396868392981682
"AUT Prompt:brick
Response:use as stool
Score:
",18,brick,use as stool,1.8,uses,0.21956988817322326,0.37285437394120985,0.4903816659445643,0.5957324496178888,0.69016828176713,1.7,1.6177778261535662,1.7093830800924135,1.636986774774483,1.6592918994552164
"AUT Prompt:box
Response:building blocks
Score:
",22,box,building blocks,2.2,uses,0.20467379727584809,0.3368211328854005,0.4516327277079986,0.5453392203813621,0.6320035589209752,1.3,1.4569347320668433,1.3407752907777488,1.3681351220360234,1.399929905460382
"AUT Prompt:fork
Response:use it to check if the meat is soft enough to eat
Score:
",15,fork,use it to check if the meat is soft enough to eat,1.5,uses,0.23197169942353862,0.37713587960359163,0.501301370396463,0.5840134187579971,0.6654431356673464,2.0,2.11547364334518,2.0125665062738056,2.0816002329163417,2.047141049225179
"AUT Prompt:box
Response:sun shade
Score:
",19,box,sun shade,1.9,uses,0.11670200021892094,0.231594703625853,0.3105592268887484,0.38245724350104937,0.4499991794970252,2.0,2.1488281488412757,2.2889721815872988,2.272246329224723,2.291421320308927
"AUT Prompt:knife
Response:knitting needles
Score:
",30,knife,knitting needles,3.0,uses,0.21177046566297253,0.3792946925574707,0.5139041905070081,0.6064198552711604,0.6975011975986551,2.0,1.8674980983006122,1.9807854871279673,2.0142289441784254,2.103778537080361
"AUT Prompt:hat
Response:making a sign with it
Score:
",36,hat,making a sign with it,3.6,uses,0.30814349858857765,0.571712600246479,0.6850722469718928,0.7403193264558661,0.7922191546054048,2.4,2.5383050337936948,2.6147021999252775,2.576292026998983,2.5712939869144824
"AUT Prompt:brick
Response:an item to paint/art
Score:
",28,brick,an item to paint/art,2.8,uses,0.2546446080092466,0.36416587822978547,0.4686718043396364,0.5683920556669396,0.6523649263804858,2.0,1.939850888417705,2.020158080134902,1.9639886740054344,2.0329844276987994
